resultId,raceId,driverId,constructorId,number_x,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,driverRef,number_y,code,forename,surname,dob,nationality,url
125,23,12,4,6.0,17,\N,R,17,0,47,\N,\N,40,17,1:31.187,131.860,3,2008,piquet_jr,\N,PIQ,Nelson,Piquet Jr.,1985-07-25,Brazilian,"http://en.wikipedia.org/wiki/Nelson_Piquet,_Jr."
126,23,21,10,21.0,20,\N,R,18,0,36,\N,\N,33,18,1:32.849,129.500,6,2008,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
127,23,14,9,9.0,15,\N,R,19,0,7,\N,\N,7,20,1:42.112,117.753,3,2008,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
128,23,7,5,14.0,16,\N,R,20,0,7,\N,\N,7,19,1:41.150,118.872,4,2008,bourdais,\N,BOU,Sébastien,Bourdais,1979-02-28,French,http://en.wikipedia.org/wiki/S%C3%A9bastien_Bourdais
129,24,9,2,4.0,2,1,1,1,10,70,1:36:24.227,5784227,47,4,1:17.539,202.473,1,2008,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica
130,24,2,2,3.0,8,2,2,2,8,70,+16.495,5800722,25,2,1:17.430,202.758,1,2008,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
131,24,14,9,9.0,13,3,3,3,6,70,+23.352,5807579,36,7,1:18.085,201.057,1,2008,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
132,24,10,7,12.0,11,4,4,4,5,70,+42.627,5826854,31,17,1:19.087,198.510,1,2008,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
133,24,13,6,2.0,6,5,5,5,4,70,+43.934,5828161,11,6,1:18.006,201.261,1,2008,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
134,24,15,7,11.0,14,6,6,6,3,70,+47.775,5832002,38,15,1:18.870,199.056,1,2008,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
135,24,22,11,17.0,9,7,7,7,2,70,+53.597,5837824,35,10,1:18.301,200.503,1,2008,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
136,24,20,5,15.0,19,8,8,8,1,70,+54.120,5838347,33,12,1:18.532,199.913,1,2008,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
137,24,5,1,23.0,7,9,9,9,0,70,+54.433,5838660,62,11,1:18.462,200.091,1,2008,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
138,24,3,3,7.0,5,10,10,10,0,70,+54.749,5838976,14,5,1:17.977,201.336,1,2008,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
139,24,18,11,16.0,20,11,11,11,0,70,+1:07.540,5851767,58,19,1:19.352,197.847,1,2008,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
140,24,17,9,10.0,10,12,12,12,0,70,+1:11.299,5855526,51,8,1:18.201,200.759,1,2008,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
141,24,7,5,14.0,18,13,13,13,0,69,\N,\N,34,13,1:18.620,199.689,11,2008,bourdais,\N,BOU,Sébastien,Bourdais,1979-02-28,French,http://en.wikipedia.org/wiki/S%C3%A9bastien_Bourdais
142,24,21,10,21.0,17,\N,R,14,0,51,\N,\N,41,16,1:19.066,198.563,20,2008,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
143,24,6,3,8.0,12,\N,R,15,0,46,\N,\N,30,14,1:18.784,199.273,3,2008,nakajima,\N,NAK,Kazuki,Nakajima,1985-01-11,Japanese,http://en.wikipedia.org/wiki/Kazuki_Nakajima
144,24,4,4,5.0,4,\N,R,16,0,44,\N,\N,16,9,1:18.225,200.697,20,2008,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
145,24,12,4,6.0,15,\N,R,17,0,43,\N,\N,16,18,1:19.239,198.129,23,2008,piquet_jr,\N,PIQ,Nelson,Piquet Jr.,1985-07-25,Brazilian,"http://en.wikipedia.org/wiki/Nelson_Piquet,_Jr."
146,24,8,6,1.0,3,\N,R,18,0,19,\N,\N,14,1,1:17.387,202.871,4,2008,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
147,24,1,1,22.0,1,\N,R,19,0,19,\N,\N,4,3,1:17.506,202.559,4,2008,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
148,24,16,10,20.0,16,\N,R,20,0,13,\N,\N,7,20,1:20.666,194.624,6,2008,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
149,25,13,6,2.0,2,1,1,1,10,70,1:31:50.245,5510245,20,2,1:16.729,206.956,1,2008,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
150,25,8,6,1.0,1,2,2,2,8,70,+17.984,5528229,16,1,1:16.630,207.224,1,2008,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
151,25,15,7,11.0,4,3,3,3,6,70,+28.250,5538495,12,7,1:17.567,204.721,1,2008,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
152,25,5,1,23.0,10,4,4,4,5,70,+28.929,5539174,46,3,1:17.134,205.870,1,2008,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
153,25,9,2,4.0,5,5,5,5,4,70,+30.512,5540757,16,4,1:17.172,205.768,1,2008,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica
154,25,17,9,10.0,6,6,6,6,3,70,+40.304,5550549,22,6,1:17.507,204.879,1,2008,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
155,25,12,4,6.0,9,7,7,7,2,70,+41.033,5551278,24,10,1:17.758,204.218,1,2008,piquet_jr,\N,PIQ,Nelson,Piquet Jr.,1985-07-25,Brazilian,"http://en.wikipedia.org/wiki/Nelson_Piquet,_Jr."
156,25,4,4,5.0,3,8,8,8,1,70,+43.372,5553617,39,8,1:17.641,204.525,1,2008,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
157,25,14,9,9.0,7,9,9,9,0,70,+51.021,5561266,23,12,1:17.818,204.060,1,2008,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
158,25,1,1,22.0,13,10,10,10,0,70,+54.538,5564783,40,5,1:17.453,205.022,1,2008,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
159,25,10,7,12.0,8,11,11,11,0,70,+57.700,5567945,45,13,1:17.836,204.013,1,2008,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
160,25,20,5,15.0,12,12,12,12,0,70,+58.065,5568310,36,11,1:17.760,204.212,1,2008,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
161,25,2,2,3.0,11,13,13,13,0,70,+1:02.079,5572324,46,9,1:17.716,204.328,1,2008,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
162,25,22,11,17.0,20,14,14,14,0,69,\N,\N,54,14,1:17.969,203.665,11,2008,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
163,25,6,3,8.0,15,15,15,15,0,69,\N,\N,60,15,1:18.054,203.443,11,2008,nakajima,\N,NAK,Kazuki,Nakajima,1985-01-11,Japanese,http://en.wikipedia.org/wiki/Kazuki_Nakajima
164,25,3,3,7.0,19,16,16,16,0,69,\N,\N,38,17,1:18.311,202.776,11,2008,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
165,25,7,5,14.0,14,17,17,17,0,69,\N,\N,28,16,1:18.216,203.022,11,2008,bourdais,\N,BOU,Sébastien,Bourdais,1979-02-28,French,http://en.wikipedia.org/wiki/S%C3%A9bastien_Bourdais
166,25,21,10,21.0,17,18,18,18,0,69,\N,\N,53,19,1:18.557,202.141,11,2008,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
167,25,16,10,20.0,18,19,19,19,0,69,\N,\N,41,18,1:18.462,202.385,11,2008,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
168,25,18,11,16.0,16,\N,R,20,0,16,\N,\N,15,20,1:20.876,196.345,4,2008,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
169,26,1,1,22.0,4,1,1,1,10,60,1:39:09.440,5949440,16,3,1:32.817,199.398,1,2008,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
170,26,2,2,3.0,5,2,2,2,8,60,+1:08.577,6018017,21,2,1:32.719,199.609,1,2008,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
171,26,22,11,17.0,16,3,3,3,6,60,+1:22.273,6031713,21,11,1:33.386,198.183,1,2008,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
172,26,8,6,1.0,3,4,4,4,5,59,\N,\N,18,1,1:32.150,200.842,11,2008,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
173,26,5,1,23.0,1,5,5,5,4,59,\N,\N,17,5,1:33.130,198.728,11,2008,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
174,26,4,4,5.0,6,6,6,6,3,59,\N,\N,17,6,1:33.133,198.722,11,2008,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
175,26,15,7,11.0,14,7,7,7,2,59,\N,\N,22,13,1:33.808,197.292,11,2008,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
176,26,6,3,8.0,15,8,8,8,1,59,\N,\N,21,14,1:34.277,196.310,11,2008,nakajima,\N,NAK,Kazuki,Nakajima,1985-01-11,Japanese,http://en.wikipedia.org/wiki/Kazuki_Nakajima
177,26,3,3,7.0,20,9,9,9,0,59,\N,\N,21,16,1:34.797,195.234,11,2008,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
178,26,17,9,10.0,2,10,10,10,0,59,\N,\N,17,4,1:32.952,199.109,11,2008,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
179,26,7,5,14.0,13,11,11,11,0,59,\N,\N,21,9,1:33.367,198.224,11,2008,bourdais,\N,BOU,Sébastien,Bourdais,1979-02-28,French,http://en.wikipedia.org/wiki/S%C3%A9bastien_Bourdais
180,26,10,7,12.0,12,12,12,12,0,59,\N,\N,19,15,1:34.610,195.619,11,2008,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
181,26,13,6,2.0,9,13,13,13,0,58,\N,\N,19,8,1:33.257,198.458,12,2008,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
182,26,9,2,4.0,10,\N,R,14,0,39,\N,\N,22,12,1:33.539,197.859,20,2008,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica
183,26,18,11,16.0,17,\N,R,15,0,38,\N,\N,21,10,1:33.376,198.205,20,2008,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
184,26,12,4,6.0,7,\N,R,16,0,35,\N,\N,21,7,1:33.203,198.573,20,2008,piquet_jr,\N,PIQ,Nelson,Piquet Jr.,1985-07-25,Brazilian,"http://en.wikipedia.org/wiki/Nelson_Piquet,_Jr."
185,26,21,10,21.0,19,\N,R,17,0,16,\N,\N,21,17,1:34.930,194.960,20,2008,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
186,26,16,10,20.0,18,\N,R,18,0,10,\N,\N,5,18,1:38.160,188.545,20,2008,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
187,26,20,5,15.0,8,\N,R,19,0,0,\N,\N,\N,\N,\N,\N,4,2008,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
188,26,14,9,9.0,11,\N,R,20,0,0,\N,\N,\N,\N,\N,\N,4,2008,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
189,27,1,1,22.0,1,1,1,1,10,67,1:31:20.874,5480874,17,2,1:16.039,216.552,1,2008,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
190,27,12,4,6.0,17,2,2,2,8,67,+5.586,5486460,66,9,1:16.910,214.099,1,2008,piquet_jr,\N,PIQ,Nelson,Piquet Jr.,1985-07-25,Brazilian,"http://en.wikipedia.org/wiki/Nelson_Piquet,_Jr."
191,27,13,6,2.0,2,3,3,3,6,67,+9.339,5490213,19,5,1:16.502,215.241,1,2008,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
192,27,2,2,3.0,12,4,4,4,5,67,+9.825,5490699,52,1,1:15.987,216.700,1,2008,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
193,27,5,1,23.0,3,5,5,5,4,67,+12.411,5493285,63,4,1:16.495,215.261,1,2008,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
194,27,8,6,1.0,6,6,6,6,3,67,+14.403,5495277,66,3,1:16.342,215.692,1,2008,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
195,27,9,2,4.0,7,7,7,7,2,67,+22.682,5503556,17,6,1:16.610,214.937,1,2008,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica
196,27,20,5,15.0,9,8,8,8,1,67,+33.299,5514173,20,8,1:16.772,214.484,1,2008,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
197,27,15,7,11.0,4,9,9,9,0,67,+37.158,5518032,17,12,1:17.023,213.785,1,2008,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
198,27,3,3,7.0,13,10,10,10,0,67,+37.625,5518499,34,15,1:17.380,212.799,1,2008,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
199,27,4,4,5.0,5,11,11,11,0,67,+38.600,5519474,17,13,1:17.115,213.530,1,2008,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
200,27,7,5,14.0,15,12,12,12,0,67,+39.111,5519985,63,10,1:16.969,213.935,1,2008,bourdais,\N,BOU,Sébastien,Bourdais,1979-02-28,French,http://en.wikipedia.org/wiki/S%C3%A9bastien_Bourdais
201,27,14,9,9.0,10,13,13,13,0,67,+54.971,5535845,18,11,1:16.994,213.866,1,2008,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
202,27,6,3,8.0,16,14,14,14,0,67,+1:00.003,5540877,23,17,1:17.691,211.947,1,2008,nakajima,\N,NAK,Kazuki,Nakajima,1985-01-11,Japanese,http://en.wikipedia.org/wiki/Kazuki_Nakajima
203,27,16,10,20.0,19,15,15,15,0,67,+1:09.488,5550362,66,18,1:17.889,211.408,1,2008,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
204,27,21,10,21.0,20,16,16,16,0,67,+1:24.093,5564967,67,20,1:18.208,210.546,1,2008,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
205,27,18,11,16.0,14,17,17,17,0,66,\N,\N,56,16,1:17.636,212.097,11,2008,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
206,27,22,11,17.0,18,\N,R,18,0,50,\N,\N,30,19,1:17.986,211.145,4,2008,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
207,27,17,9,10.0,8,\N,R,19,0,40,\N,\N,20,14,1:17.206,213.278,5,2008,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
208,27,10,7,12.0,11,\N,R,20,0,35,\N,\N,24,7,1:16.712,214.652,22,2008,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
209,28,5,1,23.0,2,1,1,1,10,70,1:37:27.067,5847067,19,7,1:21.753,192.917,1,2008,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
210,28,10,7,12.0,5,2,2,2,8,70,+11.061,5858128,42,6,1:21.671,193.111,1,2008,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
211,28,8,6,1.0,6,3,3,3,6,70,+16.856,5863923,61,1,1:21.195,194.243,1,2008,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
212,28,4,4,5.0,7,4,4,4,5,70,+21.614,5868681,47,8,1:21.793,192.823,1,2008,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
213,28,1,1,22.0,1,5,5,5,4,70,+23.048,5870115,15,3,1:21.493,193.533,1,2008,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
214,28,12,4,6.0,10,6,6,6,3,70,+32.298,5879365,64,4,1:21.537,193.428,1,2008,piquet_jr,\N,PIQ,Nelson,Piquet Jr.,1985-07-25,Brazilian,"http://en.wikipedia.org/wiki/Nelson_Piquet,_Jr."
215,28,15,7,11.0,9,7,7,7,2,70,+36.449,5883516,65,5,1:21.638,193.189,1,2008,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
216,28,9,2,4.0,4,8,8,8,1,70,+48.321,5895388,70,9,1:21.941,192.475,1,2008,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica
217,28,17,9,10.0,8,9,9,9,0,70,+58.834,5905901,67,10,1:22.125,192.043,1,2008,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
218,28,2,2,3.0,15,10,10,10,0,70,+1:07.709,5914776,67,11,1:22.183,191.908,1,2008,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
219,28,14,9,9.0,13,11,11,11,0,70,+1:10.407,5917474,67,16,1:22.732,190.634,1,2008,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
220,28,18,11,16.0,12,12,12,12,0,69,\N,\N,63,13,1:22.397,191.409,11,2008,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
221,28,6,3,8.0,16,13,13,13,0,69,\N,\N,67,18,1:23.307,189.319,11,2008,nakajima,\N,NAK,Kazuki,Nakajima,1985-01-11,Japanese,http://en.wikipedia.org/wiki/Kazuki_Nakajima
222,28,3,3,7.0,14,14,14,14,0,69,\N,\N,57,12,1:22.397,191.409,11,2008,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
223,28,21,10,21.0,18,15,15,15,0,69,\N,\N,68,15,1:22.641,190.844,11,2008,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
224,28,22,11,17.0,17,16,16,16,0,68,\N,\N,65,14,1:22.436,191.319,12,2008,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
225,28,13,6,2.0,3,17,17,17,0,67,\N,\N,16,2,1:21.355,193.861,5,2008,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
226,28,7,5,14.0,19,18,18,18,0,67,\N,\N,29,17,1:23.220,189.516,13,2008,bourdais,\N,BOU,Sébastien,Bourdais,1979-02-28,French,http://en.wikipedia.org/wiki/S%C3%A9bastien_Bourdais
227,28,16,10,20.0,20,\N,R,19,0,62,\N,\N,29,19,1:23.650,188.542,23,2008,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
228,28,20,5,15.0,11,\N,R,20,0,22,\N,\N,17,20,1:24.222,187.262,25,2008,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
229,29,13,6,2.0,1,1,1,1,10,57,1:35:32.339,5732339,36,1,1:38.708,197.637,1,2008,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa
230,29,1,1,22.0,2,2,2,2,8,57,+5.611,5737950,16,2,1:38.884,197.285,1,2008,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
231,29,9,2,4.0,3,3,3,3,6,57,+37.353,5769692,38,4,1:39.330,196.399,1,2008,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica
232,29,5,1,23.0,5,4,4,4,5,57,+39.703,5772042,19,3,1:39.112,196.831,1,2008,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen
233,29,15,7,11.0,7,5,5,5,4,57,+50.684,5783023,37,12,1:39.657,195.755,1,2008,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli
234,29,20,5,15.0,6,6,6,6,3,57,+52.625,5784964,36,6,1:39.485,196.093,1,2008,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel
235,29,10,7,12.0,13,7,7,7,2,57,+1:07.990,5800329,54,8,1:39.535,195.995,1,2008,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock
236,29,3,3,7.0,9,8,8,8,1,57,+1:11.457,5803796,35,10,1:39.577,195.912,1,2008,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
237,29,2,2,3.0,8,9,9,9,0,57,+1:22.177,5814516,57,7,1:39.526,196.013,1,2008,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
238,29,7,5,14.0,10,10,10,10,0,57,+1:29.794,5822133,35,11,1:39.639,195.790,1,2008,bourdais,\N,BOU,Sébastien,Bourdais,1979-02-28,French,http://en.wikipedia.org/wiki/S%C3%A9bastien_Bourdais
239,29,12,4,6.0,15,11,11,11,0,57,+1:32.717,5825056,29,9,1:39.544,195.977,1,2008,piquet_jr,\N,PIQ,Nelson,Piquet Jr.,1985-07-25,Brazilian,"http://en.wikipedia.org/wiki/Nelson_Piquet,_Jr."
240,29,17,9,10.0,14,12,12,12,0,56,\N,\N,27,14,1:40.264,194.570,11,2008,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver)
241,29,18,11,16.0,16,13,13,13,0,56,\N,\N,21,18,1:40.763,193.606,11,2008,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button
242,29,21,10,21.0,18,14,14,14,0,56,\N,\N,54,15,1:40.353,194.397,11,2008,fisichella,\N,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella
243,29,6,3,8.0,11,15,15,15,0,56,\N,\N,56,13,1:39.803,195.469,11,2008,nakajima,\N,NAK,Kazuki,Nakajima,1985-01-11,Japanese,http://en.wikipedia.org/wiki/Kazuki_Nakajima
244,29,22,11,17.0,19,16,16,16,0,56,\N,\N,56,16,1:40.593,193.933,11,2008,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
245,29,14,9,9.0,17,17,17,17,0,56,\N,\N,13,19,1:40.978,193.194,11,2008,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard
246,29,8,6,1.0,4,\N,R,18,0,45,\N,\N,34,5,1:39.424,196.214,5,2008,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen
247,29,16,10,20.0,20,\N,R,19,0,41,\N,\N,28,17,1:40.661,193.802,3,2008,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil
248,29,4,4,5.0,12,\N,R,20,0,0,\N,\N,\N,\N,\N,\N,4,2008,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
